fee_id,transaction_id,fee_percentage,fee_amount
77474,120757,0.5,962.84
77475,44646,0.5,1488.28
77476,188559,1.0,919.34
77477,146685,0.5,564.18
77478,88165,0.5,5272.29
77479,129978,1.0,924.53
77480,170047,1.0,1062.04
77481,140683,0.5,1199.02
77482,105996,0.5,2961.63
77483,102838,1.0,1712.57
77484,47872,1.0,1227.34
77485,7505,1.0,1717.1
77486,119965,1.0,1192.39
77487,185223,0.5,1503.98
77488,20909,0.5,535.2
77489,63964,0.5,3577.77
77490,9780,1.0,3785.01
77491,59763,1.0,1206.75
77492,108646,1.0,1083.52
77493,118015,1.0,643.89
77494,8751,0.5,5056.12
77495,151377,0.5,3420.49
77496,126549,1.0,5601.76
77497,145377,1.0,371.64
77498,189552,1.0,3404.93
77499,86510,0.5,1632.23
77500,103125,1.0,3405.58
77501,91153,0.5,1093.6
77502,50197,1.0,2633.71
77503,137488,1.0,366.82
77504,41045,1.0,887.59
77505,54629,0.5,3384.4
77506,192313,0.5,1319.2
77507,155239,0.5,1722.64
77508,122660,0.5,948.33
77509,3453,1.0,1702.11
77510,53700,1.0,1636.18
77511,97966,0.5,3694.59
77512,158450,0.5,6666.8
77513,99853,1.0,4981.07
77514,101540,1.0,969.76
77515,197800,1.0,1836.99
77516,74395,0.5,5080.56
77517,156374,0.5,9333.29
77518,128214,0.5,1245.67
77519,131427,0.5,5085.07
77520,78389,1.0,620.85
77521,163122,1.0,1379.55
77522,27075,1.0,1975.24
77523,129270,1.0,2548.68
77524,54605,1.0,1069.53
77525,40058,0.5,2405.92
77526,11100,1.0,954.44
77527,128858,1.0,4375.86
77528,28748,1.0,1428.72
77529,39855,1.0,930.59
77530,116566,1.0,591.89
77531,40908,0.5,597.16
77532,28113,1.0,1365.76
77533,188326,1.0,2010.89
77534,199018,1.0,3147.08
77535,50178,0.5,2121.19
77536,79562,0.5,4385.01
77537,131646,1.0,1184.58
77538,128728,0.5,355.14
77539,183004,1.0,2299.68
77540,175080,1.0,4782.74
77541,51259,1.0,1734.52
77542,125392,1.0,1133.7
77543,33441,1.0,2082.42
77544,161076,0.5,1007.48
77545,43536,0.5,1142.78
77546,132978,1.0,975.43
77547,88826,1.0,1582.2
77548,31026,1.0,1954.83
77549,138870,1.0,1053.84
77550,73253,0.5,1290.33
77551,185789,0.5,641.35
77552,2126,0.5,1019.61
77553,161131,1.0,1938.23
77554,71273,1.0,1870.23
77555,139698,0.5,708.07
77556,70398,0.5,5317.8
77557,111230,1.0,1874.14
77558,114123,0.5,2995.24
77559,107071,1.0,4785.85
77560,83385,0.5,4443.65
77561,63953,1.0,2010.59
77562,31563,1.0,1112.7
77563,124471,1.0,1685.78
77564,169176,1.0,2576.6
77565,197939,0.5,2370.81
77566,140770,0.5,2959.2
77567,97073,1.0,354.43
77568,108217,1.0,2844.22
77569,65121,0.5,10673.65
77570,93674,0.5,1607.84
77571,90907,1.0,1705.84
77572,113242,0.5,3275.17
77573,40264,0.5,6155.49
77574,166865,1.0,1490.69
77575,102854,1.0,647.32
77576,142980,1.0,1290.28
77577,86260,1.0,827.42
77578,142441,0.5,1073.47
77579,88328,1.0,1886.65
77580,192303,1.0,2247.03
77581,98951,1.0,1963.98
77582,31668,0.5,2353.56
77583,41644,1.0,557.34
77584,166273,1.0,599.08
77585,52567,1.0,2980.7
77586,42292,1.0,4834.71
77587,93464,1.0,2105.22
77588,56474,0.5,5488.71
77589,52142,1.0,983.5
77590,109021,1.0,2894.41
77591,157297,1.0,2006.05
77592,34642,0.5,1779.16
77593,75550,1.0,695.0
77594,125130,0.5,2774.84
77595,196250,1.0,527.54
77596,179460,0.5,1370.91
77597,117430,1.0,1219.01
77598,57704,1.0,343.14
77599,118312,0.5,1271.43
77600,56260,1.0,1048.03
77601,157377,1.0,866.27
77602,92531,1.0,1085.39
77603,2008,1.0,3509.85
77604,195977,1.0,1172.23
77605,36426,0.5,1333.16
77606,157853,1.0,1106.35
77607,50377,1.0,3681.38
77608,135320,1.0,697.37
77609,117784,0.5,7798.21
77610,168720,1.0,1598.96
77611,123402,0.5,1265.74
77612,92400,0.5,1559.75
77613,155219,1.0,1899.62
77614,8601,1.0,2398.19
77615,78795,1.0,939.5
77616,67026,0.5,1294.47
77617,113122,1.0,2455.79
77618,180093,1.0,5581.97
77619,144650,1.0,1028.62
77620,43083,0.5,1778.05
77621,23436,0.5,1834.06
77622,85025,0.5,1717.74
77623,74266,1.0,868.63
77624,65321,1.0,1501.6
77625,57743,1.0,2329.88
77626,66356,1.0,1206.13
77627,17183,1.0,723.98
77628,103684,0.5,2815.0
77629,97529,0.5,4339.3
77630,105240,1.0,1934.78
77631,195084,1.0,976.96
77632,1216,1.0,2456.79
77633,73722,1.0,953.74
77634,58153,0.5,4059.47
77635,15693,1.0,2221.28
77636,95956,0.5,1486.19
77637,173237,0.5,1020.82
77638,46100,0.5,2230.0
77639,158875,0.5,6255.89
77640,181227,0.5,1710.47
77641,50760,1.0,875.75
77642,155117,1.0,944.68
77643,196864,1.0,339.6
77644,133070,1.0,4166.07
77645,133363,1.0,397.85
77646,30963,1.0,5851.7
77647,79832,1.0,2837.01
77648,94294,0.5,601.07
77649,149406,1.0,5754.78
77650,28548,1.0,3914.39
77651,192938,1.0,1340.25
77652,161522,0.5,1559.47
77653,150877,0.5,3090.37
77654,168730,0.5,6397.15
77655,163344,0.5,972.17
77656,185911,0.5,174.4
77657,163100,1.0,756.89
77658,82092,1.0,1644.97
77659,184365,1.0,429.73
77660,52666,1.0,1772.35
77661,132681,0.5,397.24
77662,119346,0.5,3074.39
77663,137319,0.5,701.88
77664,186742,1.0,1336.55
77665,176704,0.5,1601.58
77666,180994,0.5,1761.16
77667,56226,1.0,3090.28
77668,147125,1.0,1225.03
77669,1304,0.5,268.67
77670,185484,1.0,9735.19
77671,130600,1.0,4487.41
77672,194288,0.5,779.47
77673,70255,0.5,520.74
77674,165460,1.0,2331.63
77675,141348,0.5,3292.81
77676,99157,1.0,2013.48
77677,41190,1.0,942.87
77678,66370,1.0,882.74
77679,131008,0.5,1217.13
77680,8881,1.0,1491.43
77681,90957,0.5,2114.38
77682,33826,0.5,3228.76
77683,120607,1.0,680.12
77684,10300,1.0,3414.07
77685,57839,0.5,1070.7
77686,13207,1.0,1781.84
77687,140162,1.0,3183.64
77688,56780,0.5,984.02
77689,17432,1.0,2615.58
77690,176232,0.5,3221.12
77691,64305,1.0,3619.53
77692,183311,1.0,1528.15
77693,132611,0.5,3640.82
77694,156304,1.0,593.86
77695,142418,0.5,1135.22
77696,65574,1.0,1876.4
77697,196477,1.0,875.1
77698,163880,0.5,1299.21
77699,118820,1.0,2103.41
77700,24470,1.0,1185.84
77701,11546,0.5,680.15
77702,121315,0.5,1359.86
77703,197369,1.0,520.67
77704,34225,0.5,1632.2
77705,88655,1.0,1136.37
77706,145379,1.0,1842.42
77707,101809,1.0,1521.82
77708,166350,1.0,511.4
77709,102842,1.0,2053.87
77710,143739,0.5,13717.66
77711,11137,1.0,2626.57
77712,62167,1.0,720.19
77713,102014,1.0,975.24
77714,140100,0.5,1377.88
77715,79934,1.0,1649.32
77716,91224,0.5,3081.35
77717,183111,1.0,1536.99
77718,184225,1.0,4465.82
77719,187300,1.0,1612.69
77720,185824,0.5,475.63
77721,146844,1.0,561.44
77722,13203,1.0,980.54
77723,174811,1.0,430.78
77724,170210,1.0,701.77
77725,195551,0.5,2518.71
77726,83960,1.0,1315.5
77727,125250,1.0,2369.69
77728,115761,1.0,2453.64
77729,25494,0.5,3746.95
77730,34674,1.0,495.35
77731,193911,0.5,2322.59
77732,169155,1.0,311.81
77733,7159,1.0,5867.12
77734,199488,0.5,282.13
77735,38426,0.5,1829.7
77736,40038,0.5,3701.12
77737,142688,1.0,1021.77
77738,120615,0.5,960.24
77739,177984,0.5,1292.21
77740,46346,1.0,553.2
77741,35197,0.5,1903.62
77742,29764,0.5,1083.25
77743,105749,0.5,3713.9
77744,48166,1.0,1476.66
77745,46024,0.5,982.98
77746,25612,0.5,2664.66
77747,172837,1.0,1180.88
77748,100686,1.0,8278.8
77749,67750,0.5,1725.31
77750,171221,1.0,541.1
77751,79371,0.5,796.39
77752,141861,0.5,524.87
77753,193755,1.0,1560.9
77754,78111,0.5,2237.67
77755,47747,0.5,3656.92
77756,134475,0.5,1063.79
77757,62921,1.0,951.06
77758,108614,1.0,2707.71
77759,161321,1.0,2284.05
77760,149551,1.0,2642.57
77761,5995,1.0,2522.02
77762,124721,1.0,3041.8
77763,120322,1.0,1239.42
77764,114193,1.0,1723.56
77765,14771,1.0,4156.94
77766,69480,1.0,770.72
77767,55019,1.0,3003.77
77768,15193,0.5,5109.78
77769,41361,1.0,2175.83
77770,98590,0.5,4850.86
77771,118933,1.0,1211.61
77772,115266,1.0,3101.92
77773,77403,0.5,1591.7
77774,20237,1.0,1875.68
77775,32893,1.0,3102.33
77776,115836,1.0,621.5
77777,147548,1.0,168.74
77778,143619,1.0,2011.27
77779,127273,1.0,2949.22
77780,171570,0.5,1180.58
77781,118344,0.5,2726.09
77782,162365,1.0,996.89
77783,139178,0.5,1822.78
77784,94589,1.0,1002.23
77785,31547,0.5,2545.21
77786,57692,0.5,1952.57
77787,147122,1.0,2244.1
77788,71889,1.0,3103.56
77789,148495,0.5,2211.9
77790,28324,0.5,2279.49
77791,21954,1.0,697.59
77792,3859,1.0,1330.26
77793,199122,0.5,1193.79
77794,162823,0.5,392.17
77795,160552,1.0,420.06
77796,84036,1.0,2112.0
77797,66401,0.5,1269.44
77798,84913,1.0,629.01
77799,68548,1.0,704.34
77800,72841,1.0,1628.14
77801,182780,1.0,1292.88
77802,74308,1.0,994.25
77803,78892,1.0,3469.43
77804,133227,1.0,594.84
77805,152246,1.0,322.41
77806,545,1.0,2573.01
77807,19038,1.0,2177.13
77808,124155,1.0,1940.22
77809,38887,0.5,1070.42
77810,138101,0.5,1630.34
77811,22304,1.0,1309.62
77812,97135,1.0,3373.31
77813,135023,1.0,2486.6
77814,109819,1.0,1751.95
77815,150579,1.0,1328.55
77816,5626,0.5,1533.22
77817,157773,1.0,1019.83
77818,124238,0.5,1809.71
77819,141520,1.0,2248.78
77820,95533,1.0,1299.02
77821,157132,1.0,1522.6
77822,98247,1.0,1185.26
77823,136899,1.0,2057.73
77824,87257,0.5,1886.17
77825,9149,1.0,149.44
77826,18724,1.0,989.22
77827,174795,1.0,3213.13
77828,13192,1.0,5620.76
77829,156788,1.0,1401.04
77830,139745,1.0,1374.55
77831,16685,1.0,1099.6
77832,77011,1.0,650.86
77833,68690,1.0,1670.64
77834,56363,1.0,430.58
77835,100010,1.0,1969.13
77836,150090,1.0,9836.03
77837,7002,0.5,5195.08
77838,126748,0.5,348.9
77839,175448,1.0,429.4
77840,176599,1.0,8345.04
77841,95799,1.0,2292.58
77842,93851,1.0,1691.57
77843,98955,0.5,811.14
77844,118856,1.0,713.7
77845,188790,0.5,2828.39
77846,88072,0.5,2260.59
77847,131410,1.0,453.15
77848,28345,0.5,1298.91
77849,119557,1.0,1655.36
77850,63930,1.0,3263.84
77851,173841,1.0,1246.75
77852,194412,1.0,2768.13
77853,52154,0.5,702.03
77854,41368,1.0,2101.45
77855,96548,1.0,365.21
77856,34311,0.5,1468.91
77857,139924,1.0,160.58
77858,4022,1.0,1536.98
77859,24022,1.0,1829.42
77860,133791,0.5,1335.5
77861,63362,1.0,1614.89
77862,163821,1.0,1923.48
77863,132791,1.0,2246.37
77864,144451,1.0,1623.4
77865,111954,0.5,2150.88
77866,134864,0.5,3708.17
77867,112998,0.5,608.88
77868,88868,0.5,1051.2
77869,67521,0.5,832.19
77870,180936,1.0,1293.02
77871,101511,1.0,1567.82
77872,126744,1.0,1197.04
77873,161567,0.5,4101.3
77874,138787,0.5,2996.06
77875,88964,1.0,2329.4
77876,26610,1.0,1041.32
77877,94266,0.5,3742.72
77878,187471,1.0,2166.73
77879,25031,1.0,1366.34
77880,40127,1.0,1383.74
77881,31048,1.0,1036.06
77882,128457,1.0,867.54
77883,199209,0.5,1407.74
77884,164737,0.5,658.31
77885,79127,1.0,1487.36
77886,14240,1.0,3174.11
77887,83371,1.0,1164.96
77888,112973,1.0,570.39
77889,27687,0.5,4040.96
77890,3346,1.0,1081.53
77891,1530,1.0,1130.24
77892,26893,0.5,1543.08
77893,86291,1.0,1332.53
77894,59231,1.0,11568.22
77895,33804,1.0,457.64
77896,187065,1.0,739.59
77897,128745,0.5,333.51
77898,18347,0.5,1506.53
77899,22949,0.5,5948.01
77900,120104,0.5,3114.79
77901,148533,1.0,3909.37
77902,124355,1.0,4309.21
77903,109926,0.5,4609.74
77904,123005,0.5,9238.15
77905,121268,1.0,833.37
77906,26861,0.5,3004.01
77907,183558,1.0,4092.29
77908,159910,0.5,613.55
77909,27753,0.5,1025.12
77910,189212,0.5,2589.47
77911,124673,0.5,3914.52
77912,44850,1.0,2168.13
77913,71608,1.0,1438.58
77914,142929,1.0,1434.48
77915,168304,0.5,5479.31
77916,119450,1.0,1459.74
77917,41212,0.5,6831.51
77918,182029,1.0,653.54
77919,96080,1.0,1705.73
77920,26408,1.0,2178.15
77921,112024,1.0,1104.14
77922,169387,0.5,2275.15
77923,192105,1.0,2712.31
77924,95964,0.5,4524.4
77925,192500,1.0,359.0
77926,198549,1.0,225.89
77927,22884,1.0,1001.28
77928,24272,0.5,10061.59
77929,25210,0.5,1331.19
77930,103699,1.0,1838.76
77931,112294,0.5,1310.83
77932,161171,1.0,2331.8
77933,180902,1.0,1381.2
77934,185531,1.0,2642.25
77935,104934,0.5,1631.51
77936,23811,1.0,5644.33
77937,111190,1.0,1876.61
77938,103390,0.5,1121.84
77939,68282,0.5,2697.7
77940,166377,0.5,1721.87
77941,80969,1.0,1562.2
77942,159741,1.0,919.92
77943,170089,0.5,2639.89
77944,180160,0.5,6060.3
77945,85743,0.5,592.13
77946,149717,1.0,2898.57
77947,52258,0.5,741.47
77948,151126,1.0,449.87
77949,62004,0.5,1910.88
77950,181689,1.0,3484.23
77951,171341,1.0,1704.67
77952,70926,1.0,1706.26
77953,192546,0.5,7373.8
77954,16786,0.5,1178.31
77955,22398,1.0,551.8
77956,138366,1.0,1848.52
77957,195458,1.0,3035.69
77958,22928,1.0,1089.83
77959,107217,0.5,462.91
77960,89167,0.5,915.32
77961,195315,0.5,4111.82
77962,21701,0.5,2178.15
77963,11552,0.5,2106.12
77964,79140,0.5,538.27
77965,66537,1.0,1339.95
77966,13872,0.5,503.37
77967,162987,1.0,1232.65
77968,68496,1.0,1292.3
77969,153187,1.0,1579.14
77970,69267,1.0,914.6
77971,138736,0.5,3463.47
77972,182157,1.0,1095.72
77973,96828,1.0,1726.81
77974,126603,0.5,1921.77
77975,148150,0.5,1042.5
77976,99119,0.5,718.48
77977,79976,1.0,483.61
77978,162906,1.0,1307.76
77979,176242,1.0,1045.97
77980,139248,1.0,2623.7
77981,70875,1.0,3872.48
77982,144831,1.0,2079.78
77983,90514,1.0,2266.21
77984,99598,0.5,1521.25
77985,55578,0.5,779.56
77986,177678,1.0,819.54
77987,22834,1.0,551.37
77988,17069,0.5,3536.77
77989,23671,1.0,1092.8
77990,41252,1.0,3843.66
77991,64594,0.5,6078.43
77992,171491,1.0,3003.45
77993,104689,1.0,3526.95
77994,8707,1.0,1040.47
77995,146868,1.0,382.48
77996,80189,1.0,824.37
77997,25305,1.0,1499.79
77998,18723,0.5,2312.26
77999,71736,1.0,2686.33
78000,188323,1.0,795.42
78001,100531,1.0,2056.1
78002,46922,0.5,1536.14
78003,179899,0.5,848.15
78004,140745,1.0,2135.54
78005,108392,0.5,1066.8
78006,173441,0.5,924.44
78007,65159,0.5,1952.37
78008,163545,1.0,2101.32
78009,110247,1.0,2933.18
78010,125942,1.0,1173.53
78011,130979,1.0,2876.6
78012,47655,1.0,937.47
78013,45882,0.5,1744.37
78014,53987,1.0,2342.27
78015,113747,1.0,1694.23
78016,50032,1.0,1083.99
78017,36233,0.5,1224.67
78018,58682,0.5,3885.61
78019,29115,1.0,914.85
78020,194579,1.0,2826.13
78021,188970,0.5,4153.32
78022,160106,1.0,910.85
78023,100927,1.0,1331.42
78024,66612,0.5,1537.07
78025,134652,1.0,571.51
78026,26701,1.0,1428.85
78027,156658,0.5,2197.33
78028,185958,1.0,1067.61
78029,10519,0.5,1179.71
78030,184547,1.0,1242.8
78031,129907,0.5,541.31
78032,145406,1.0,675.8
78033,111371,1.0,2472.27
78034,151076,1.0,4465.79
78035,64323,1.0,1367.97
78036,133292,1.0,2120.35
78037,124626,1.0,10203.43
78038,117658,1.0,1600.91
78039,169976,1.0,1258.77
78040,147360,1.0,4120.05
78041,165001,1.0,5451.08
78042,126558,0.5,570.68
78043,184288,0.5,1401.43
78044,1525,1.0,3102.52
78045,70922,1.0,4962.56
78046,1685,0.5,2461.97
78047,173356,0.5,1901.64
78048,73078,1.0,2911.91
78049,152380,1.0,2048.78
78050,6827,1.0,1110.56
78051,198655,1.0,1254.39
78052,82024,1.0,2964.53
78053,83900,1.0,2354.32
78054,30495,1.0,987.73
78055,124215,1.0,607.86
78056,61979,1.0,1209.85
78057,180791,1.0,1108.45
78058,143282,0.5,6249.06
78059,21945,1.0,2007.93
78060,97291,1.0,575.92
78061,68715,1.0,3204.33
78062,85446,1.0,3548.84
78063,114368,0.5,2108.01
78064,195640,0.5,2023.34
78065,116065,1.0,2579.01
78066,44503,0.5,7748.81
78067,20877,0.5,1815.31
78068,171802,1.0,1332.94
78069,121316,0.5,787.23
78070,92575,1.0,2004.93
78071,78102,1.0,1639.31
78072,29765,1.0,1867.0
78073,176336,0.5,2101.1
78074,16692,0.5,1280.66
78075,181512,1.0,802.92
78076,110843,1.0,2114.89
78077,172730,0.5,551.72
78078,41461,0.5,968.31
78079,42581,0.5,1765.93
78080,85108,1.0,747.08
78081,122870,1.0,2384.17
78082,104349,0.5,1115.16
78083,173691,1.0,5440.07
78084,25655,0.5,2295.81
78085,113272,0.5,3692.73
78086,22515,0.5,2255.17
78087,64978,1.0,3413.86
78088,154083,1.0,1344.94
78089,52011,1.0,2097.28
78090,51616,1.0,1129.29
78091,8268,0.5,2805.56
78092,39498,1.0,3359.01
78093,76635,0.5,4835.15
78094,185290,1.0,1226.91
78095,104065,0.5,1267.5
78096,109645,0.5,446.26
78097,130984,1.0,5958.6
78098,88056,0.5,937.57
78099,195218,0.5,1772.1
78100,32827,0.5,1898.37
78101,101900,0.5,1609.41
78102,162414,1.0,882.13
78103,99626,0.5,942.39
78104,137072,0.5,1658.5
78105,56870,1.0,5394.16
78106,14947,0.5,1153.17
78107,77763,1.0,4024.73
78108,36576,0.5,1150.6
78109,132463,0.5,1674.29
78110,93273,1.0,2383.39
78111,182657,1.0,4788.99
78112,37967,1.0,2027.14
78113,166279,1.0,1021.93
78114,163946,1.0,7137.47
78115,168667,1.0,2984.5
78116,149073,1.0,1170.37
78117,185457,1.0,1038.63
78118,85639,1.0,2960.5
78119,116223,1.0,697.57
78120,42317,1.0,648.85
78121,43747,0.5,727.04
78122,159940,1.0,1758.64
78123,21249,1.0,1096.99
78124,159844,0.5,250.49
78125,62402,1.0,1895.56
78126,9424,1.0,729.63
78127,58041,1.0,2835.57
78128,101070,1.0,1882.55
78129,168490,0.5,1868.55
78130,70654,1.0,2729.59
78131,4740,1.0,2499.93
78132,10966,1.0,687.89
78133,180013,1.0,962.7
78134,171094,0.5,2034.69
78135,24152,0.5,706.81
78136,192864,0.5,1369.93
78137,81572,1.0,1533.24
78138,67024,1.0,701.07
78139,185832,0.5,1116.46
78140,16433,1.0,2164.61
78141,9992,0.5,950.84
78142,141564,1.0,1321.31
78143,141021,0.5,1796.43
78144,167475,0.5,2545.51
78145,128270,1.0,6042.61
78146,31007,0.5,2065.57
78147,51768,1.0,3896.63
78148,18579,1.0,982.68
78149,88058,1.0,7411.11
78150,95984,0.5,3372.67
78151,117278,1.0,1590.04
78152,152579,0.5,1969.65
78153,197877,0.5,2733.82
78154,48515,1.0,1489.62
78155,145390,0.5,1313.88
78156,54004,1.0,3337.82
78157,148464,0.5,1626.77
78158,66714,1.0,5044.25
78159,69316,1.0,1534.48
78160,37084,0.5,558.89
78161,102058,0.5,2277.22
78162,14034,0.5,2181.8
78163,90689,1.0,2585.53
78164,55521,1.0,1075.67
78165,3473,1.0,2713.48
78166,98655,0.5,5793.98
78167,87868,0.5,4360.89
78168,140761,0.5,442.8
78169,107052,1.0,5152.69
78170,91803,1.0,1769.81
78171,110200,0.5,11695.23
78172,196717,1.0,11832.54
78173,175565,1.0,1334.59
78174,11037,0.5,3669.57
78175,27088,0.5,2187.51
78176,157845,0.5,2452.89
78177,97650,1.0,1203.1
78178,109502,0.5,6679.25
78179,35498,1.0,1155.25
78180,197431,0.5,2617.22
78181,46193,1.0,1266.09
78182,164627,0.5,1284.39
78183,88322,1.0,1253.45
78184,182253,0.5,607.12
78185,94384,0.5,4878.16
78186,168996,0.5,1105.3
78187,91370,1.0,2431.91
78188,170946,1.0,1524.16
78189,120112,0.5,842.65
78190,24817,0.5,709.57
78191,69477,1.0,2110.87
78192,189814,1.0,3067.06
78193,115651,1.0,796.92
78194,199517,1.0,1033.46
78195,7527,0.5,1028.43
78196,43072,1.0,3749.97
78197,105891,0.5,922.92
78198,155472,1.0,2110.76
78199,113818,0.5,778.38
78200,10308,0.5,913.34
78201,31702,1.0,2346.22
78202,52953,0.5,3680.29
78203,180009,1.0,856.74
78204,95225,1.0,2218.23
78205,44140,0.5,708.7
78206,147631,0.5,4698.13
78207,66134,1.0,1235.61
78208,95746,1.0,1009.38
78209,7503,1.0,3355.61
78210,160558,0.5,11306.61
78211,184088,0.5,2333.72
78212,56560,1.0,2206.66
78213,4999,0.5,1281.55
78214,93978,1.0,1354.85
78215,103647,0.5,3745.76
78216,61463,1.0,2305.58
78217,76170,1.0,761.68
78218,115138,1.0,1323.34
78219,136610,0.5,5139.53
78220,186817,1.0,1291.34
78221,97501,0.5,1769.88
78222,19555,0.5,2728.37
78223,67933,1.0,2225.56
78224,67711,1.0,1490.85
78225,142698,0.5,505.64
78226,181226,1.0,4319.14
78227,137040,0.5,1463.83
78228,175800,1.0,422.4
78229,49137,1.0,1126.79
78230,156528,1.0,1934.92
78231,21832,1.0,467.45
78232,56031,1.0,1049.59
78233,191241,0.5,3757.67
78234,189410,1.0,816.25
78235,19252,1.0,1395.68
78236,82644,1.0,911.85
78237,82925,0.5,1172.02
78238,156319,1.0,834.61
78239,22611,1.0,2487.75
78240,26123,1.0,1382.21
78241,14203,1.0,981.49
78242,57961,1.0,2065.39
78243,61078,1.0,1939.74
78244,44912,1.0,1764.69
78245,35691,0.5,3303.3
78246,191873,0.5,2321.54
78247,148060,1.0,2491.56
78248,198293,1.0,513.01
78249,89365,0.5,1119.92
78250,164412,1.0,729.9
78251,88171,1.0,1511.16
78252,74533,1.0,863.53
78253,27916,0.5,3108.48
78254,197841,1.0,983.41
78255,83497,1.0,1054.37
78256,83690,0.5,1896.28
78257,23399,1.0,1440.16
78258,124378,0.5,825.27
78259,54548,1.0,1258.78
78260,58218,0.5,2338.89
78261,9989,1.0,425.78
78262,95398,1.0,971.38
78263,42992,1.0,3567.78
78264,181662,0.5,960.7
78265,103875,0.5,4986.92
78266,101561,1.0,1217.99
78267,186150,0.5,10694.64
78268,115241,1.0,3089.23
78269,169076,1.0,1939.45
78270,68162,1.0,2450.13
78271,59163,0.5,2160.74
78272,87759,1.0,1564.8
78273,96150,1.0,1053.09
78274,22694,0.5,5539.12
78275,130639,1.0,3733.93
78276,199819,1.0,2619.4
78277,106071,1.0,329.37
78278,53938,0.5,2074.85
78279,178556,1.0,2754.46
78280,85052,1.0,960.08
78281,60677,1.0,1936.89
78282,69062,0.5,1411.91
78283,93483,1.0,5249.55
78284,24916,1.0,1230.2
78285,190943,0.5,1219.49
78286,21588,1.0,773.36
78287,5879,1.0,3484.61
78288,195226,0.5,1645.42
78289,138544,1.0,2436.86
78290,176284,1.0,2145.96
78291,163793,0.5,2157.42
78292,37238,1.0,5622.31
78293,116708,0.5,1091.48
78294,124586,0.5,706.36
78295,7154,0.5,1950.0
78296,6748,0.5,2187.72
78297,179931,0.5,2668.25
78298,114840,0.5,1470.6
78299,49807,0.5,5443.47
78300,58783,1.0,7377.53
78301,56825,1.0,2106.07
78302,139169,0.5,3846.78
78303,48748,1.0,1601.69
78304,63648,0.5,1076.78
78305,159925,1.0,2474.59
78306,59399,1.0,3868.67
78307,198443,1.0,962.3
78308,124707,1.0,838.29
78309,174360,1.0,359.62
78310,25819,1.0,445.04
78311,193890,1.0,1249.91
78312,70313,1.0,1586.91
78313,157136,1.0,1878.84
78314,38120,0.5,2593.58
78315,43105,1.0,562.76
78316,100944,1.0,3205.15
78317,79045,0.5,1042.59
78318,124756,0.5,1084.42
78319,187704,1.0,878.8
78320,75580,0.5,8308.81
78321,78737,0.5,2065.11
78322,67486,0.5,3432.43
78323,136192,0.5,848.44
78324,16859,1.0,1047.73
78325,37518,0.5,2066.64
78326,123185,0.5,6807.62
78327,71384,1.0,1417.74
78328,67948,1.0,1615.46
78329,157805,1.0,3362.7
78330,74992,1.0,397.07
78331,32889,1.0,1266.36
78332,48491,0.5,842.38
78333,66330,1.0,336.94
78334,76320,1.0,2953.03
78335,58925,1.0,154.94
78336,77089,1.0,4821.22
78337,116539,1.0,5472.37
78338,57671,1.0,2078.05
78339,16573,0.5,3400.98
78340,191228,1.0,707.28
78341,115017,1.0,1722.31
78342,162977,1.0,1963.08
78343,143645,0.5,1188.27
78344,4141,1.0,642.69
78345,69683,0.5,773.14
78346,184788,1.0,2258.82
78347,27054,0.5,447.12
78348,85240,0.5,1293.35
78349,58962,1.0,1639.21
78350,9441,1.0,1955.59
78351,191549,1.0,2523.87
78352,131975,1.0,1761.04
78353,41048,1.0,747.81
78354,101360,0.5,812.2
78355,96899,1.0,1661.64
78356,75915,0.5,4390.61
78357,124902,0.5,2392.4
78358,106571,1.0,619.55
78359,33957,0.5,2558.95
78360,63227,0.5,1563.04
78361,73672,0.5,1424.0
78362,37680,1.0,369.64
78363,41978,1.0,1458.76
78364,119374,1.0,778.22
78365,130660,1.0,1002.42
78366,106305,0.5,1174.84
78367,112498,1.0,934.04
78368,67354,1.0,699.05
78369,149777,0.5,518.73
78370,163916,1.0,699.0
78371,131576,0.5,835.59
78372,123580,1.0,4742.56
78373,17941,1.0,1203.82
78374,192845,1.0,610.24
78375,36407,0.5,810.28
78376,192729,1.0,6362.63
78377,163696,1.0,4326.64
78378,65692,0.5,3142.17
78379,9930,1.0,607.62
78380,113360,1.0,669.5
78381,190253,0.5,939.65
78382,68346,1.0,1462.3
78383,126576,1.0,2042.45
78384,10517,0.5,3047.25
78385,123727,0.5,922.09
78386,180999,1.0,1247.8
78387,152771,1.0,673.95
78388,41712,0.5,681.73
78389,111193,0.5,1555.59
78390,37854,0.5,1581.3
78391,158380,0.5,1523.61
78392,97629,0.5,383.16
78393,121630,1.0,1192.16
78394,152851,1.0,1041.34
78395,190047,1.0,1980.86
78396,186535,0.5,801.98
78397,146223,1.0,919.65
78398,140083,0.5,5468.95
78399,44766,1.0,3590.01
78400,143810,0.5,1588.44
78401,64669,1.0,2539.96
78402,130760,1.0,603.76
78403,139330,0.5,2082.15
78404,84540,1.0,411.48
78405,44917,1.0,2002.28
78406,24653,0.5,2867.45
78407,13209,1.0,1064.91
78408,177414,0.5,7193.05
78409,72315,1.0,2846.23
78410,121495,0.5,1129.14
78411,47041,1.0,2386.32
78412,79928,1.0,2003.11
78413,28703,1.0,1006.35
78414,45572,1.0,1591.87
78415,2789,0.5,1689.11
78416,70037,0.5,8607.56
78417,93893,1.0,1093.94
78418,168179,1.0,638.88
78419,39949,0.5,2535.23
78420,72748,0.5,2497.31
